statuses_count,followers_count,friends_count,favourites_count,listed_count,profile_use_background_image,verified,tweet_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,name_length,num_digits_in_name,description_length,screen_name_likelihood,target
1,10,537,0,0,1,0,8.24236034165243e-06,8.24236034165243e-05,0.004426147503467355,0.0,0.0,0.0186219739292365,12,3,6,0,0,0.09090909090909091,1
138,30,566,0,0,1,0,0.0011374621418633304,0.0002472743786659414,0.004665243277497428,0.0,0.0,0.053003533568904596,11,0,15,0,81,0.09999999999999999,1
118,60,368,0,3,1,0,0.0009727471891264341,0.0004946172148100512,0.003033652250834981,0.0,2.473086074050256e-05,0.16304347826086957,15,0,17,0,133,0.07142857142857144,1
49,11,562,0,0,0,0,0.00040429461820674944,9.076001633212741e-05,0.004637011743514146,0.0,0.0,0.019572953736654804,10,4,8,0,0,0.11111111111111112,1
1,6,585,0,0,1,0,8.252374294046628e-06,4.951424576427978e-05,0.004827638962017278,0.0,0.0,0.010256410256410256,10,0,11,0,0,0.11111111111111112,1
157,27,475,3,0,1,0,0.0012956842815189265,0.00022282468535675807,0.003920063909054077,2.475829837297312e-05,0.0,0.056842105263157895,7,0,13,0,0,0.16666666666666669,1
0,6,563,0,0,1,0,0.0,4.9522002739304996e-05,0.004646814590371452,0.0,0.0,0.010657193605683837,8,4,4,0,0,0.14285714285714288,1
58,11,565,12,0,1,0,0.00047872711302942715,9.079307316075343e-05,0.004663462394165971,9.90469889026401e-05,0.0,0.019469026548672566,7,0,9,0,0,0.16666666666666669,1
9,10,434,0,0,1,0,7.430284461652454e-05,8.255871624058281e-05,0.0035830482848412944,0.0,0.0,0.02304147465437788,7,3,16,0,0,0.16666666666666669,1
4,4,565,0,1,1,0,3.3046840102343216e-05,3.3046840102343216e-05,0.00466786616445598,0.0,8.261710025585804e-06,0.007079646017699115,9,0,13,0,0,0.125,1
0,2,334,0,1,1,0,0.0,1.653720424450499e-05,0.002761713108832333,0.0,8.268602122252495e-06,0.005988023952095809,8,0,5,0,0,0.1603517211870533,1
1,3,519,0,0,1,0,8.270944564614376e-06,2.481283369384313e-05,0.004292620229034861,0.0,0.0,0.005780346820809248,10,0,16,0,0,0.11111111111111112,1
141,169,735,0,2,1,0,0.0011663577587903496,0.0013979749023799227,0.0060799500192262905,0.0,1.6544081684969498e-05,0.22993197278911565,12,0,13,0,0,0.09090909090909091,1
1,7,942,0,0,1,0,8.276576746610934e-06,5.793603722627654e-05,0.0077965352953075,0.0,0.0,0.0074309978768577496,6,0,6,0,0,0.2,1
29,14,1034,1,0,1,0,0.00024004687204888498,0.00011588469685118585,0.008558912610294726,8.277478346513274e-06,0.0,0.013539651837524178,9,0,5,0,0,0.125,1
11,3,337,0,0,1,0,9.106718090096032e-05,2.4836503882080087e-05,0.00278996726942033,0.0,0.0,0.008902077151335312,8,0,12,0,0,0.14285714285714288,1
12,12,373,0,0,1,0,9.936063455675653e-05,9.936063455675653e-05,0.003088459724139182,0.0,0.0,0.032171581769437,10,0,14,0,0,0.11111111111111112,1
17,15,394,0,0,1,0,0.00014077338135453805,0.00012421180707753357,0.0032626301325698816,0.0,0.0,0.03807106598984772,11,0,15,0,34,0.09999999999999999,1
2,7,576,0,0,1,0,1.656423337081528e-05,5.797481679785348e-05,0.0047704992107948,0.0,0.0,0.012152777777777778,7,2,14,0,0,0.16666666666666669,1
119,15,412,0,0,1,0,0.0009856140903905717,0.00012423707021729896,0.003412378195301811,0.0,0.0,0.03640776699029126,6,1,15,0,107,0.2,1
23,31,593,0,0,1,0,0.00019052899729496916,0.000256799952875828,0.004912334582431161,0.0,0.0,0.05227655986509275,9,0,19,0,0,0.125,1
42,12,979,0,0,1,0,0.00034813737077912706,9.946782022260773e-05,0.008114916333161082,0.0,0.0,0.012257405515832482,12,6,9,0,0,0.11373030953264307,1
0,10,534,0,0,1,0,0.0,8.290225904948336e-05,0.004426980633242412,0.0,0.0,0.018726591760299626,14,0,7,0,0,0.08725480939965097,1
91,6,449,0,0,1,0,0.0007544159794626416,4.974171293160274e-05,0.003722338184381605,0.0,0.0,0.013363028953229399,8,3,11,0,0,0.14285714285714288,1
13,17,469,3,0,1,0,0.00010777645984976598,0.00014093844749584782,0.0038882430515030956,2.4871490734561378e-05,0.0,0.03624733475479744,12,2,11,0,0,0.09090909090909091,1
8,7,350,0,0,1,0,6.635419049902409e-05,5.805991668664607e-05,0.0029029958343323036,0.0,0.0,0.02,9,0,13,0,0,0.125,1
1,5,502,0,0,1,0,8.295165968989443e-06,4.147582984494722e-05,0.0041641733164327005,0.0,0.0,0.0099601593625498,8,0,11,0,0,0.14285714285714288,1
0,7,637,0,0,1,0,0.0,5.8080672994586715e-05,0.005285341242507392,0.0,0.0,0.01098901098901099,8,0,14,0,0,0.1603517211870533,1
11,6,305,0,0,1,0,9.130350359948846e-05,4.980191105426643e-05,0.0025315971452585435,0.0,0.0,0.019672131147540985,12,1,14,0,41,0.09090909090909091,1
3239,129,606,1,1,1,0,0.026892213285888054,0.0010710390595491076,0.005031392791370226,8.302628368597733e-06,8.302628368597733e-06,0.21287128712871287,12,2,4,0,84,0.09090909090909091,1
21,11,326,0,0,1,0,0.00017436028623621141,9.133157850468217e-05,0.0027067358720478537,0.0,0.0,0.03374233128834356,11,0,12,0,0,0.09999999999999999,1
48,10,547,11,0,1,0,0.00039861238599408946,8.304424708210197e-05,0.004542520315390978,9.134867179031216e-05,0.0,0.018281535648994516,9,0,11,0,0,0.125,1
203,203,836,0,0,1,0,0.0016859335792830821,0.0016859335792830821,0.006943056513697816,0.0,0.0,0.24282296650717702,13,0,20,0,44,0.08333333333333334,1
11,6,449,0,0,1,0,9.135781107312176e-05,4.983153331261188e-05,0.0037290597428937884,0.0,0.0,0.013363028953229399,10,3,11,0,0,0.12116752585169528,1
10,5,298,0,0,1,0,8.313567038679779e-05,4.1567835193398894e-05,0.002477442977526574,0.0,0.0,0.016778523489932886,9,5,6,0,0,0.125,1
93,21,345,0,1,1,0,0.000773378283027771,0.00017463380584498055,0.0028689839531675374,0.0,8.315895516427645e-06,0.06086956521739131,14,2,15,0,54,0.07692307692307691,1
1,6,398,0,0,1,0,8.3204887906271e-06,4.9922932743762606e-05,0.003311554538669586,0.0,0.0,0.01507537688442211,12,0,14,0,6,0.09090909090909091,1
109,119,654,0,1,1,0,0.0009071792375469224,0.0009904066905328786,0.005443075425281534,0.0,8.322745298595618e-06,0.1819571865443425,9,0,12,0,0,0.125,1
12,7,538,0,0,1,0,9.987652440995897e-05,5.82613059058094e-05,0.004477797511046494,0.0,0.0,0.013011152416356878,11,0,6,0,0,0.09999999999999999,1
1,8,550,0,0,1,0,8.323274886834674e-06,6.658619909467739e-05,0.004577801187759071,0.0,0.0,0.014545454545454545,7,0,19,0,0,0.16666666666666669,1
11,28,545,0,0,1,0,9.160201260910031e-05,0.00023316875936861897,0.0045384633519963335,0.0,0.0,0.05137614678899083,9,4,6,1,0,0.125,1
15,17,453,0,2,1,0,0.0001249836627258091,0.00014164815108925032,0.003774506614319435,0.0,1.6664488363441214e-05,0.037527593818984545,8,4,19,0,57,0.14285714285714288,1
68,7,644,0,0,1,0,0.0005666196988777845,5.832849841388958e-05,0.0053662218540778414,0.0,0.0,0.010869565217391304,15,0,5,0,10,0.07534043403440333,1
1,13,598,0,0,1,0,8.334421245402843e-06,0.00010834747619023695,0.0049839839047509,0.0,0.0,0.021739130434782608,11,0,12,0,0,0.09999999999999999,1
17,14,558,1,0,1,0,0.00014182468858826622,0.00011679680236680747,0.004655186837191326,8.342628740486249e-06,0.0,0.025089605734767026,10,0,11,0,0,0.11111111111111112,1
2,3,583,0,0,1,0,1.6685261038278697e-05,2.5027891557418047e-05,0.00486375359265824,0.0,0.0,0.005145797598627788,11,0,5,0,0,0.09999999999999999,1
2471,114,965,2,1,1,0,0.02061970526551744,0.0009512935654670126,0.008052616584874273,1.668936079766689e-05,8.344680398833444e-06,0.11813471502590674,8,0,14,0,0,0.14285714285714288,1
1,8,577,0,0,1,0,8.344957685536e-06,6.6759661484288e-05,0.004815040584554272,0.0,0.0,0.01386481802426343,9,0,10,0,0,0.125,1
1,2,578,0,0,1,0,8.34926440626552e-06,1.669852881253104e-05,0.004825874826821471,0.0,0.0,0.0034602076124567475,8,2,12,0,12,0.14285714285714288,1
9,8,473,26,0,1,0,7.514558883808575e-05,6.679607896718734e-05,0.003949318168934951,0.00021708725664335883,0.0,0.016913319238900635,10,0,10,0,0,0.12116752585169528,1
6,8,528,0,0,1,0,5.0100636987152916e-05,6.680084931620388e-05,0.004408856054869456,0.0,0.0,0.015151515151515152,7,0,13,0,0,0.16666666666666669,1
10,6,573,0,0,1,0,8.353732994607405e-05,5.012239796764443e-05,0.0047866890059100435,0.0,0.0,0.010471204188481676,11,0,3,0,0,0.10800597388923064,1
2,3,576,1,0,1,0,1.671440207040184e-05,2.5071603105602763e-05,0.00481374779627573,8.35720103520092e-06,0.0,0.005208333333333333,9,0,10,0,0,0.125,1
489,17,636,1,0,1,0,0.004087403120692347,0.00014209785900157443,0.005316131666176549,8.358697588327908e-06,0.0,0.026729559748427674,8,3,12,0,78,0.14285714285714288,1
245,176,1101,15,1,1,0,0.002047888141359152,0.0014711359709355541,0.009202958545454802,0.00012538090661382565,8.358727107588376e-06,0.15985467756584923,14,0,14,0,160,0.07692307692307691,1
2,1,360,0,0,1,0,1.672147124998137e-05,8.360735624990685e-06,0.0030098648249966466,0.0,0.0,0.002777777777777778,8,0,13,0,0,0.14285714285714288,1
69,6,525,9,0,1,0,0.0005771205198039952,5.018439302643437e-05,0.004391134389813007,7.527658953965156e-05,0.0,0.011428571428571429,13,2,13,0,0,0.08333333333333334,1
98,43,379,0,0,1,0,0.0008197935433148829,0.00035970533022999964,0.003170426050166741,0.0,0.0,0.11345646437994723,13,1,12,0,96,0.08333333333333334,1
34,3,266,0,0,1,0,0.00028474589907571973,2.5124638153739974e-05,0.002227717916298278,0.0,0.0,0.011278195488721804,9,3,15,0,0,0.125,1
1234,15,104,1150,0,1,0,0.010335241341320855,0.00012563097254441883,0.0008710414096413039,0.00963170789507211,0.0,0.14423076923076922,7,0,6,0,0,0.16666666666666669,1
2188,131,791,0,1,1,0,0.018326440389509077,0.0010972411750574448,0.006625326484507166,0.0,8.375886832499579e-06,0.16561314791403287,11,0,15,0,29,0.09999999999999999,1
136,54,674,1,0,1,0,0.0011392713235972097,0.00045235773142830385,0.005646094647827348,8.376995026450072e-06,0.0,0.08011869436201781,9,0,3,0,58,0.125,1
871,101,501,0,3,1,0,0.007298896409469969,0.0008463703069534637,0.00419833191865035,0.0,2.5139712087726645e-05,0.20159680638722555,12,0,13,0,0,0.09090909090909091,1
2,7,555,0,1,1,0,1.6759983773356154e-05,5.865994320674654e-05,0.004650895497106333,0.0,8.379991886678077e-06,0.012612612612612612,9,0,10,0,0,0.13801118920922656,1
0,10,616,0,0,1,0,0.0,8.380008350398987e-05,0.005162085143845776,0.0,0.0,0.016233766233766232,9,2,4,0,0,0.125,1
149,125,449,0,1,1,0,0.0012491948003314419,0.0010479822150431558,0.003764352116435016,0.0,8.383857720345248e-06,0.27839643652561247,8,0,9,0,39,0.14285714285714288,1
45,23,204,0,0,1,0,0.0003773615143806417,0.0001928736629056613,0.001710705531858909,0.0,0.0,0.11274509803921569,10,0,9,0,0,0.11111111111111112,1
6,26,444,0,0,1,0,5.038618761759299e-05,0.00021834014634290297,0.0037285778837018815,0.0,0.0,0.05855855855855856,11,0,4,0,89,0.09999999999999999,1
0,8,485,0,0,1,0,0.0,6.718976934976995e-05,0.004073379766829804,0.0,0.0,0.016494845360824743,11,4,13,0,0,0.09999999999999999,1
2,11,957,0,0,1,0,1.67988018422574e-05,9.239341013241572e-05,0.008038226681520167,0.0,0.0,0.011494252873563218,13,1,13,0,0,0.08333333333333334,1
126,47,547,9,2,1,0,0.001058666755791346,0.00039489950414439094,0.004595958058871954,7.561905398509613e-05,1.680423421891025e-05,0.08592321755027423,9,0,11,0,26,0.125,1
16,8,387,0,0,1,0,0.00013451568070541593,6.725784035270796e-05,0.0032535980270622473,0.0,0.0,0.020671834625323,8,4,14,0,0,0.1603517211870533,1
25,14,443,0,1,1,0,0.0002101875205480196,0.00011770501150689097,0.003724522864110907,0.0,8.407500821920784e-06,0.03160270880361174,7,0,11,0,89,0.16666666666666669,1
14,17,366,0,0,1,0,0.00011770826079960739,0.00014293145954238042,0.0030772302466183076,0.0,0.0,0.04644808743169399,9,0,12,0,0,0.125,1
20,18,483,1,0,1,0,0.00016815661799112562,0.00015134095619201304,0.004060982324485683,8.407830899556281e-06,0.0,0.037267080745341616,9,4,15,0,76,0.125,1
931,12,580,43,0,1,0,0.007828088652127693,0.00010089910185341817,0.0048767899229152116,0.0003615551149747484,0.0,0.020689655172413793,6,2,17,0,0,0.2,1
16,4,550,0,0,1,0,0.00013453636341207267,3.3634090853018166e-05,0.004624687492289998,0.0,0.0,0.007272727272727273,10,1,13,0,0,0.11111111111111112,1
6,8,975,0,0,1,0,5.045930488831431e-05,6.727907318441907e-05,0.008199637044351074,0.0,0.0,0.008205128205128205,10,2,19,0,0,0.11111111111111112,1
2,15,701,0,0,1,0,1.6829316242551847e-05,0.00012621987181913886,0.005898675343014422,0.0,0.0,0.021398002853067047,12,0,12,0,0,0.09090909090909091,1
68,9,652,0,0,1,0,0.0005724138715410489,7.576065946866824e-05,0.00548843888595241,0.0,0.0,0.013803680981595092,12,0,5,0,0,0.09090909090909091,1
14,12,554,1,0,1,0,0.00011791454676178474,0.00010106961151010121,0.0046660470647163395,8.422467625841768e-06,0.0,0.021660649819494584,10,2,14,0,0,0.11111111111111112,1
8,4,415,0,0,1,0,6.738460249946992e-05,3.369230124973496e-05,0.003495576254660002,0.0,0.0,0.00963855421686747,11,0,5,0,0,0.09999999999999999,1
29,7,524,0,0,1,0,0.0002443245958972986,5.897490245796862e-05,0.004414692698282222,0.0,0.0,0.013358778625954198,10,4,11,0,0,0.11111111111111112,1
42,22,495,1,1,1,0,0.0003543849161329345,0.00018563019416487046,0.004176679368709585,8.437736098403203e-06,8.437736098403203e-06,0.044444444444444446,9,0,15,0,0,0.125,1
3,12,696,0,0,1,0,2.5313570684935065e-05,0.00010125428273974026,0.005872748398904935,0.0,0.0,0.017241379310344827,11,0,12,0,0,0.09999999999999999,1
486,68,728,19,1,1,0,0.004102041499024011,0.0005739481932790797,0.006144621833928971,0.0001603678775338605,8.44041460704529e-06,0.09340659340659341,14,0,13,0,82,0.07692307692307691,1
0,6,590,0,0,1,0,0.0,5.0655275470915944e-05,0.004981102087973401,0.0,0.0,0.010169491525423728,6,4,12,0,0,0.2,1
573,14,227,530,0,1,0,0.004837766072912574,0.00011820021818634562,0.001916532109164318,0.004474722545625941,0.0,0.06167400881057269,9,0,15,0,0,0.125,1
1017,198,1045,217,2,1,0,0.00858916299917985,0.0016722264246190862,0.008825639463267398,0.0018326925966784934,1.6891176006253396e-05,0.18947368421052632,7,0,12,0,36,0.16666666666666669,1
14,26,588,0,1,1,0,0.00011827991545595712,0.0002196627001324918,0.004967756449150199,0.0,8.448565389711223e-06,0.04421768707482993,13,0,17,0,0,0.08333333333333334,1
28,4,612,0,0,1,0,0.0002366004970187774,3.380007100268249e-05,0.00517141086341042,0.0,0.0,0.006535947712418301,13,4,7,0,121,0.08333333333333334,1
8,3,336,1,0,1,0,6.763578904471608e-05,2.536342089176853e-05,0.0028407031398780752,8.45447363058951e-06,0.0,0.008928571428571428,7,0,6,0,0,0.16666666666666669,1
3,3,593,0,0,1,0,2.5432684674830093e-05,2.5432684674830093e-05,0.005027194004058082,0.0,0.0,0.00505902192242833,10,2,19,0,40,0.11111111111111112,1
373,57,450,3,1,1,0,0.003164143470003273,0.000483528626783342,0.003817331264079016,2.5448875093860105e-05,8.482958364620035e-06,0.12666666666666668,12,4,6,0,0,0.09090909090909091,1
85,18,624,0,0,1,0,0.0007210761951931016,0.00015269848839383326,0.005293547597652886,0.0,0.0,0.028846153846153848,13,1,13,0,0,0.08333333333333334,1
5,5,1015,0,0,1,0,4.242146761747725e-05,4.242146761747725e-05,0.008611557926347881,0.0,0.0,0.0049261083743842365,10,1,10,0,0,0.11111111111111112,1
0,8,427,0,0,1,0,0.0,6.78824000681445e-05,0.0036232231036372126,0.0,0.0,0.01873536299765808,11,0,12,0,0,0.09999999999999999,1
78,8,638,0,0,1,0,0.0006620472055690052,6.790227749425694e-05,0.005415206630166992,0.0,0.0,0.012539184952978056,8,0,17,0,0,0.14285714285714288,1
0,1,505,0,0,1,0,0.0,8.491596464928578e-06,0.004288256214788931,0.0,0.0,0.0019801980198019802,11,4,19,0,0,0.09999999999999999,1
16,23,473,2,0,1,0,0.00013588670811849805,0.00019533714292034094,0.004017150808753099,1.6985838514812256e-05,0.0,0.048625792811839326,9,0,18,0,0,0.15011711939700037,1
28,5,595,11,0,1,0,0.00023803034255425964,4.250541831326065e-05,0.005058144779278018,9.351192028917343e-05,0.0,0.008403361344537815,7,3,18,0,0,0.19144972583283915,1
